,vec_1
XLK,1.0
XLI,0.22649017299378604
XLY,-1.0783274273052124
XLF,-0.013699265625486564
XLV,-0.09601239211621203
XLE,-0.29131468513076003
XLB,0.2667638165847611
XLRE,0.39979713056737615
XLU,0.2964139696944569
XLP,-1.24912289671883
XLC,-0.4206158797240489
