,vec_1
XLK,1.0
XLI,-3.011334826545912
XLY,-0.23795487948851435
XLF,0.5619389190263697
XLV,-0.3396010684693466
XLE,0.1811510947698109
XLB,1.7306762101931872
XLRE,-4.06445527071263
XLU,0.6709789254425036
XLP,2.3032402484748564
XLC,0.46244843922952095
