,vec_1
XLK,0.04882114703887404
XLI,0.02763310168934313
XLY,0.05814981310349899
XLF,0.026090668172787778
XLV,0.024395022040754985
XLE,-0.009418303023895578
XLB,0.036568571362859736
XLRE,0.009855921360408451
XLU,0.005879023424548982
XLP,0.022905496947585337
XLC,0.05577689028594855
